,Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
8058,DUBLIN METHODIST HOSPITAL,360348,OH,READM-30-COPD-HRRP,106,0.9814,17.3,17.6,17.0,07/01/2010,06/30/2013
7984,MEMORIAL HOSPITAL OF GARDENA,50468,CA,READM-30-PN-HRRP,106,0.9824,19.9,20.3,20.0,07/01/2010,06/30/2013
135,SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-HIP-KNEE-HRRP,106,1.2586,6.5,5.2,11.0,07/01/2010,06/30/2013
11206,AURORA MEDICAL CENTER,520206,WI,READM-30-HF-HRRP,106,0.9324,20.8,22.3,18.0,07/01/2010,06/30/2013
4655,PHOENIX BAPTIST HOSPITAL,30030,AZ,READM-30-PN-HRRP,106,1.0308,17.2,16.6,20.0,07/01/2010,06/30/2013
10519,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,150109,IN,READM-30-COPD-HRRP,106,0.9461,21.9,23.2,19.0,07/01/2010,06/30/2013
10035,OWATONNA HOSPITAL,240069,MN,READM-30-PN-HRRP,106,0.9538,13.9,14.6,12.0,07/01/2010,06/30/2013
9540,HARBORVIEW MEDICAL CENTER,500064,WA,READM-30-COPD-HRRP,106,0.9614,18.7,19.5,17.0,07/01/2010,06/30/2013
5525,TANNER MEDICAL CENTER VILLA RICA,110015,GA,READM-30-COPD-HRRP,106,1.0166,18.7,18.4,21.0,07/01/2010,06/30/2013
8686,SOUTH TEXAS REGIONAL MEDICAL CENTER,450165,TX,READM-30-HF-HRRP,107,0.9732,22.0,22.7,22.0,07/01/2010,06/30/2013
4116,TULANE MEDICAL CENTER,190176,LA,READM-30-AMI-HRRP,107,1.0392,19.5,18.7,23.0,07/01/2010,06/30/2013
11788,MARY RUTAN HOSPITAL,360197,OH,READM-30-HF-HRRP,107,0.9182,20.5,22.3,17.0,07/01/2010,06/30/2013
8691,BAYSTATE MARY LANE HOSPITAL,220050,MA,READM-30-PN-HRRP,107,0.9732,16.5,16.9,16.0,07/01/2010,06/30/2013
10630,PETALUMA VALLEY HOSPITAL,50136,CA,READM-30-COPD-HRRP,107,0.9438,18.9,20.0,16.0,07/01/2010,06/30/2013
7239,DEACONESS HOSPITAL,370032,OK,READM-30-AMI-HRRP,107,0.9923,15.3,15.4,16.0,07/01/2010,06/30/2013
5002,ASHTABULA COUNTY MEDICAL CENTER,360125,OH,READM-30-AMI-HRRP,107,1.0245,25.7,25.1,29.0,07/01/2010,06/30/2013
9603,ST MARYS HOSPITAL MEDICAL CTR,520097,WI,READM-30-PN-HRRP,107,0.9605,14.3,14.9,13.0,07/01/2010,06/30/2013
10096,NORTH VISTA HOSPITAL,290005,NV,READM-30-PN-HRRP,107,0.9528,17.7,18.6,16.0,07/01/2010,06/30/2013
12434,WESTERN PLAINS MEDICAL COMPLEX,170175,KS,READM-30-HF-HRRP,107,0.8987,17.7,19.7,13.0,07/01/2010,06/30/2013
5089,BARROW REGIONAL MEDICAL CENTER,110045,GA,READM-30-HF-HRRP,107,1.0232,23.0,22.5,26.0,07/01/2010,06/30/2013
1393,ETMC HENDERSON,450475,TX,READM-30-HF-HRRP,107,1.1082,24.2,21.9,32.0,07/01/2010,06/30/2013
3292,MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-PN-HRRP,107,1.0551,15.8,15.0,20.0,07/01/2010,06/30/2013
8014,ATMORE COMMUNITY HOSPITAL,10169,AL,READM-30-PN-HRRP,107,0.982,17.9,18.2,18.0,07/01/2010,06/30/2013
686,ROSELAND COMMUNITY HOSPITAL,140068,IL,READM-30-COPD-HRRP,107,1.1506,25.4,22.1,38.0,07/01/2010,06/30/2013
1768,MOUNT CARMEL ST ANN'S,360012,OH,READM-30-AMI-HRRP,107,1.0936,17.9,16.4,24.0,07/01/2010,06/30/2013
9325,ST LUKES REGIONAL MEDICAL CENTER,160146,IA,READM-30-AMI-HRRP,107,0.9643,13.9,14.4,13.0,07/01/2010,06/30/2013
7742,NEWBERRY COUNTY MEMORIAL HOSPITAL,420053,SC,READM-30-COPD-HRRP,107,0.9856,18.7,19.0,19.0,07/01/2010,06/30/2013
5694,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,DC,READM-30-COPD-HRRP,107,1.0145,22.3,22.0,25.0,07/01/2010,06/30/2013
8263,GREAT BEND REGIONAL HOSPITAL,170191,KS,READM-30-PN-HRRP,107,0.9786,15.2,15.5,15.0,07/01/2010,06/30/2013
1460,NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-COPD-HRRP,107,1.1048,20.3,18.4,29.0,07/01/2010,06/30/2013
8413,UPMC MCKEESPORT,390002,PA,READM-30-AMI-HRRP,107,0.977,20.9,21.4,21.0,07/01/2010,06/30/2013
6232,UNION GENERAL HOSPITAL,110051,GA,READM-30-COPD-HRRP,107,1.0064,19.2,19.1,21.0,07/01/2010,06/30/2013
2997,LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-AMI-HRRP,107,1.0613,17.6,16.6,22.0,07/01/2010,06/30/2013
7550,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-PN-HRRP,108,0.988,18.3,18.5,19.0,07/01/2010,06/30/2013
3783,WEST SUBURBAN MEDICAL CENTER,140049,IL,READM-30-AMI-HRRP,108,1.0451,19.9,19.1,24.0,07/01/2010,06/30/2013
2219,OSWEGO HOSPITAL,330218,NY,READM-30-AMI-HRRP,108,1.0795,22.8,21.2,29.0,07/01/2010,06/30/2013
3750,SUMMA WESTERN RESERVE HOSPITAL,360150,OH,READM-30-HF-HRRP,108,1.0459,22.6,21.6,27.0,07/01/2010,06/30/2013
3636,WEST VALLEY MEDICAL CENTER,130014,ID,READM-30-COPD-HRRP,108,1.0478,20.9,19.9,26.0,07/01/2010,06/30/2013
6157,PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,370083,OK,READM-30-PN-HRRP,108,1.0074,17.2,17.1,19.0,07/01/2010,06/30/2013
2296,SETON MEDICAL CENTER HAYS,670056,TX,READM-30-AMI-HRRP,108,1.0774,18.4,17.1,24.0,07/01/2010,06/30/2013
6090,MCCURTAIN MEMORIAL HOSPITAL,370048,OK,READM-30-COPD-HRRP,108,1.0082,19.8,19.7,22.0,07/01/2010,06/30/2013
7785,CANONSBURG GENERAL HOSPITAL,390160,PA,READM-30-PN-HRRP,108,0.985,16.6,16.8,17.0,07/01/2010,06/30/2013
5154,HANCOCK MEDICAL CENTER,250162,MS,READM-30-HF-HRRP,108,1.0224,23.8,23.3,27.0,07/01/2010,06/30/2013
1581,CHAMBERS MEMORIAL HOSPITAL,40011,AR,READM-30-HF-HRRP,108,1.1004,24.4,22.2,32.0,07/01/2010,06/30/2013
8959,YORK HOSPITAL,200020,ME,READM-30-AMI-HRRP,108,0.9694,14.4,14.9,14.0,07/01/2010,06/30/2013
3293,SHORE MEDICAL CENTER,310047,NJ,READM-30-AMI-HRRP,108,1.0551,22.2,21.0,27.0,07/01/2010,06/30/2013
8307,DEBORAH HEART AND LUNG CENTER,310031,NJ,READM-30-COPD-HRRP,108,0.9782,21.0,21.4,21.0,07/01/2010,06/30/2013
9994,PARADISE VALLEY HOSPITAL,30083,AZ,READM-30-COPD-HRRP,108,0.9545,18.9,19.8,17.0,07/01/2010,06/30/2013
8329,CHI HEALTH IMMANUEL,280081,NE,READM-30-AMI-HRRP,108,0.9777,15.9,16.3,16.0,07/01/2010,06/30/2013
8349,INTEGRIS MAYES COUNTY MEDICAL CENTER,370015,OK,READM-30-COPD-HRRP,108,0.9775,18.2,18.6,18.0,07/01/2010,06/30/2013
1956,BROWARD HEALTH CORAL SPRINGS,100276,FL,READM-30-PN-HRRP,108,1.0878,18.4,17.0,25.0,07/01/2010,06/30/2013
11112,TISHOMINGO HEALTH SERVICES INC,250002,MS,READM-30-COPD-HRRP,108,0.9341,17.4,18.6,14.0,07/01/2010,06/30/2013
7853,COMMUNITY HOSPITAL OF SAN BERNARDINO,50089,CA,READM-30-COPD-HRRP,108,0.9841,19.6,19.9,20.0,07/01/2010,06/30/2013
4710,DODGE COUNTY HOSPITAL,110092,GA,READM-30-COPD-HRRP,108,1.0298,18.4,17.9,22.0,07/01/2010,06/30/2013
8071,SAN DIMAS COMMUNITY HOSPITAL,50588,CA,READM-30-COPD-HRRP,108,0.9812,23.6,24.1,24.0,07/01/2010,06/30/2013
878,MADISON RIVER OAKS MEDICAL CENTER,250038,MS,READM-30-HF-HRRP,108,1.1366,22.8,20.0,32.0,07/01/2010,06/30/2013
8924,FAYETTE REGIONAL HEALTH SYSTEM,150064,IN,READM-30-HF-HRRP,108,0.9697,22.0,22.7,22.0,07/01/2010,06/30/2013
6969,OCHSNER MEDICAL CENTER - BATON ROUGE,190202,LA,READM-30-COPD-HRRP,108,0.9958,20.7,20.8,22.0,07/01/2010,06/30/2013
7696,MCLAREN OAKLAND,230207,MI,READM-30-PN-HRRP,108,0.9862,20.3,20.5,21.0,07/01/2010,06/30/2013
3467,MEDINA MEMORIAL HOSPITAL,330053,NY,READM-30-HF-HRRP,108,1.0517,24.1,22.9,29.0,07/01/2010,06/30/2013
4701,ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-COPD-HRRP,108,1.03,18.4,17.9,22.0,07/01/2010,06/30/2013
8716,MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,READM-30-COPD-HRRP,108,0.9728,20.4,21.0,20.0,07/01/2010,06/30/2013
10729,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,230093,MI,READM-30-HF-HRRP,108,0.9419,21.8,23.1,20.0,07/01/2010,06/30/2013
5532,UNITED MEDICAL CENTER,90008,DC,READM-30-PN-HRRP,108,1.0165,20.3,20.0,23.0,07/01/2010,06/30/2013
10082,ST VINCENT'S ST CLAIR,10130,AL,READM-30-HF-HRRP,108,0.953,21.1,22.1,20.0,07/01/2010,06/30/2013
10356,CHRISTUS JASPER MEMORIAL HOSPITAL,450573,TX,READM-30-HF-HRRP,108,0.9487,22.3,23.5,21.0,07/01/2010,06/30/2013
11,MERCY ST ANNE HOSPITAL,360262,OH,READM-30-HIP-KNEE-HRRP,108,1.4691,9.2,6.3,17.0,07/01/2010,06/30/2013
6777,ST MARY'S MEDICAL CENTER,50457,CA,READM-30-COPD-HRRP,109,0.9984,21.2,21.2,23.0,07/01/2010,06/30/2013
11222,SAINT FRANCIS MEDICAL CENTER,50104,CA,READM-30-PN-HRRP,109,0.9319,19.7,21.1,17.0,07/01/2010,06/30/2013
4354,CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,READM-30-PN-HRRP,109,1.0353,17.4,16.8,21.0,07/01/2010,06/30/2013
6528,SUTTER SOLANO MEDICAL CENTER,50101,CA,READM-30-COPD-HRRP,109,1.002,20.1,20.0,22.0,07/01/2010,06/30/2013
2833,MASONIC HOME AND HOSPITAL,70039,CT,READM-30-PN-HRRP,109,1.0649,19.4,18.2,25.0,07/01/2010,06/30/2013
9838,MAD RIVER COMMUNITY HOSPITAL,50028,CA,READM-30-COPD-HRRP,109,0.9569,16.6,17.3,15.0,07/01/2010,06/30/2013
5029,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,50292,CA,READM-30-PN-HRRP,109,1.024,17.9,17.5,21.0,07/01/2010,06/30/2013
11362,BAPTIST HEALTH RICHMOND,180049,KY,READM-30-HF-HRRP,109,0.9289,21.4,23.0,19.0,07/01/2010,06/30/2013
1936,SAINT VINCENT MEDICAL CENTER,50502,CA,READM-30-AMI-HRRP,109,1.0884,23.0,21.2,30.0,07/01/2010,06/30/2013
11798,OGDEN REGIONAL MEDICAL CENTER,460005,UT,READM-30-HF-HRRP,109,0.9181,20.1,21.9,17.0,07/01/2010,06/30/2013
8470,"WAKEMED, CARY HOSPITAL",340173,NC,READM-30-AMI-HRRP,109,0.9762,18.6,19.1,19.0,07/01/2010,06/30/2013
11674,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,READM-30-PN-HRRP,109,0.9215,15.4,16.7,12.0,07/01/2010,06/30/2013
4080,PARKLAND MEDICAL CENTER,300017,NH,READM-30-AMI-HRRP,109,1.0399,20.0,19.2,24.0,07/01/2010,06/30/2013
7738,WOOD COUNTY HOSPITAL,360029,OH,READM-30-COPD-HRRP,109,0.9857,18.4,18.7,19.0,07/01/2010,06/30/2013
9663,PERRY HOSPITAL,110153,GA,READM-30-HF-HRRP,109,0.9596,22.4,23.3,22.0,07/01/2010,06/30/2013
5172,COMMUNITY HOSPITAL OF HUNTINGTON PARK,50091,CA,READM-30-HF-HRRP,109,1.0222,23.6,23.1,27.0,07/01/2010,06/30/2013
873,JACKSON PARK HOSPITAL,140177,IL,READM-30-COPD-HRRP,109,1.1368,24.8,21.8,37.0,07/01/2010,06/30/2013
6892,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,100307,FL,READM-30-AMI-HRRP,109,0.9967,17.6,17.7,19.0,07/01/2010,06/30/2013
1387,GEORGETOWN MEMORIAL HOSPITAL,420020,SC,READM-30-AMI-HRRP,109,1.1085,17.0,15.3,24.0,07/01/2010,06/30/2013
12537,ELBERT MEMORIAL HOSPITAL,110026,GA,READM-30-HF-HRRP,109,0.8937,19.7,22.0,15.0,07/01/2010,06/30/2013
9636,HENNEPIN COUNTY MEDICAL CENTER,240004,MN,READM-30-COPD-HRRP,109,0.9601,21.2,22.1,20.0,07/01/2010,06/30/2013
7990,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,50055,CA,READM-30-PN-HRRP,109,0.9823,14.7,15.0,15.0,07/01/2010,06/30/2013
2176,SAINT FRANCIS HOSPITAL SOUTH,370218,OK,READM-30-COPD-HRRP,109,1.0806,20.5,19.0,28.0,07/01/2010,06/30/2013
10921,ST LUKE'S QUAKERTOWN HOSPITAL,390035,PA,READM-30-COPD-HRRP,109,0.9378,17.1,18.2,14.0,07/01/2010,06/30/2013
2184,VALLEY VIEW MEDICAL CENTER,30117,AZ,READM-30-PN-HRRP,109,1.0805,18.6,17.3,25.0,07/01/2010,06/30/2013
2140,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,READM-30-AMI-HRRP,109,1.0818,19.0,17.6,25.0,07/01/2010,06/30/2013
5953,DIVINE SAVIOR HEALTHCARE,520041,WI,READM-30-HF-HRRP,109,1.0105,19.6,19.4,22.0,07/01/2010,06/30/2013
6011,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,READM-30-HF-HRRP,109,1.0097,22.4,22.2,25.0,07/01/2010,06/30/2013
3634,"MEMORIAL HOSPITAL, INC  TOWANDA",390236,PA,READM-30-COPD-HRRP,109,1.0479,19.8,18.9,25.0,07/01/2010,06/30/2013
4103,HARBORVIEW MEDICAL CENTER,500064,WA,READM-30-PN-HRRP,110,1.0394,17.9,17.2,22.0,07/01/2010,06/30/2013
10679,RICE MEMORIAL HOSPITAL,240088,MN,READM-30-HF-HRRP,110,0.9428,18.4,19.5,17.0,07/01/2010,06/30/2013
4997,TIPPAH COUNTY HOSPITAL,250010,MS,READM-30-HF-HRRP,110,1.0245,20.6,20.1,24.0,07/01/2010,06/30/2013
11437,BRADFORD REGIONAL MEDICAL CENTER,390118,PA,READM-30-HF-HRRP,110,0.9273,21.3,22.9,19.0,07/01/2010,06/30/2013
10967,COVENANT HOSPITAL PLAINVIEW,450539,TX,READM-30-COPD-HRRP,110,0.9371,17.9,19.1,15.0,07/01/2010,06/30/2013
6670,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,670071,TX,READM-30-AMI-HRRP,110,1.0,16.4,16.4,18.0,07/01/2010,06/30/2013
4273,RMC JACKSONVILLE,10146,AL,READM-30-PN-HRRP,110,1.0366,16.3,15.7,20.0,07/01/2010,06/30/2013
9743,COBLESKILL REGIONAL HOSPITAL,330268,NY,READM-30-PN-HRRP,110,0.9581,15.0,15.6,14.0,07/01/2010,06/30/2013
4838,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-PN-HRRP,110,1.0275,22.1,21.5,26.0,07/01/2010,06/30/2013
7085,HUTCHESON MEDICAL CENTER,110004,GA,READM-30-HF-HRRP,110,0.9942,21.2,21.3,23.0,07/01/2010,06/30/2013
5085,SANTA ROSA MEDICAL CENTER,100124,FL,READM-30-PN-HRRP,110,1.0232,17.8,17.4,21.0,07/01/2010,06/30/2013
12793,ALTON MEMORIAL HOSPITAL,140002,IL,READM-30-AMI-HRRP,110,0.8816,16.2,18.4,11.0,07/01/2010,06/30/2013
1291,DESOTO REGIONAL HEALTH SYSTEM,190118,LA,READM-30-HF-HRRP,110,1.1123,23.5,21.1,32.0,07/01/2010,06/30/2013
7804,PORTNEUF MEDICAL CENTER,130028,ID,READM-30-COPD-HRRP,110,0.9846,18.3,18.6,19.0,07/01/2010,06/30/2013
636,HEALTHMARK REGIONAL MEDICAL CENTER,100081,FL,READM-30-PN-HRRP,110,1.1551,23.5,20.3,35.0,07/01/2010,06/30/2013
11185,AURORA MEDICAL CTR WASHINGTON COUNTY,520038,WI,READM-30-COPD-HRRP,110,0.933,19.2,20.5,16.0,07/01/2010,06/30/2013
3438,O'BLENESS MEMORIAL HOSPITAL,360014,OH,READM-30-PN-HRRP,110,1.0523,19.0,18.0,24.0,07/01/2010,06/30/2013
2513,GATEWAY REGIONAL MEDICAL CENTER,140125,IL,READM-30-AMI-HRRP,110,1.072,19.3,18.0,25.0,07/01/2010,06/30/2013
1680,PROGRESS WEST HOSPITAL,260219,MO,READM-30-COPD-HRRP,110,1.0967,22.0,20.0,31.0,07/01/2010,06/30/2013
5761,BARTOW REGIONAL MEDICAL CENTER,100121,FL,READM-30-HF-HRRP,110,1.0134,24.7,24.4,28.0,07/01/2010,06/30/2013
3214,CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-HF-HRRP,110,1.0568,23.4,22.2,29.0,07/01/2010,06/30/2013
706,SUMMA BARBERTON HOSPITAL,360019,OH,READM-30-AMI-HRRP,110,1.1491,20.3,17.7,30.0,07/01/2010,06/30/2013
3629,KATHERINE SHAW BETHEA HOSPITAL,140012,IL,READM-30-AMI-HRRP,110,1.048,18.6,17.8,23.0,07/01/2010,06/30/2013
3650,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,240040,MN,READM-30-COPD-HRRP,110,1.0476,18.8,17.9,24.0,07/01/2010,06/30/2013
10419,WESTLAKE COMMUNITY HOSPITAL,140240,IL,READM-30-PN-HRRP,110,0.9476,17.5,18.5,16.0,07/01/2010,06/30/2013
12145,EAST COOPER MEDICAL CENTER,420089,SC,READM-30-HF-HRRP,110,0.9084,19.5,21.5,16.0,07/01/2010,06/30/2013
10268,RIVERVIEW HOSPITAL,150059,IN,READM-30-AMI-HRRP,110,0.95,16.1,16.9,15.0,07/01/2010,06/30/2013
10286,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,360132,OH,READM-30-AMI-HRRP,110,0.9497,17.1,18.0,16.0,07/01/2010,06/30/2013
5179,PACIFIC ALLIANCE MEDICAL CENTER,50018,CA,READM-30-PN-HRRP,110,1.022,19.7,19.3,23.0,07/01/2010,06/30/2013
7288,RAPPAHANNOCK GENERAL HOSPITAL,490123,VA,READM-30-COPD-HRRP,110,0.9916,17.8,18.0,19.0,07/01/2010,06/30/2013
10812,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,150161,IN,READM-30-HF-HRRP,110,0.9401,20.5,21.8,19.0,07/01/2010,06/30/2013
10239,EASTSIDE MEDICAL CENTER,110192,GA,READM-30-AMI-HRRP,110,0.9504,18.0,18.9,17.0,07/01/2010,06/30/2013
8713,CHEROKEE MEDICAL CENTER,10022,AL,READM-30-PN-HRRP,110,0.9729,15.1,15.5,15.0,07/01/2010,06/30/2013
8581,OUACHITA COUNTY MEDICAL CENTER,40050,AR,READM-30-PN-HRRP,110,0.9747,14.1,14.4,14.0,07/01/2010,06/30/2013
8397,ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-PN-HRRP,110,0.9771,13.9,14.2,14.0,07/01/2010,06/30/2013
11860,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,ID,READM-30-HF-HRRP,110,0.9165,19.0,20.8,16.0,07/01/2010,06/30/2013
9388,ST ELIZABETH HOSPITAL,190242,LA,READM-30-PN-HRRP,110,0.9636,15.6,16.2,15.0,07/01/2010,06/30/2013
3425,MIZELL MEMORIAL HOSPITAL,10007,AL,READM-30-HF-HRRP,111,1.0526,21.7,20.6,27.0,07/01/2010,06/30/2013
9915,ROGER WILLIAMS MEDICAL CENTER,410004,RI,READM-30-AMI-HRRP,111,0.9556,19.4,20.3,19.0,07/01/2010,06/30/2013
2743,GLEN COVE HOSPITAL,330181,NY,READM-30-AMI-HRRP,111,1.0665,26.3,24.7,33.0,07/01/2010,06/30/2013
3471,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,150175,IN,READM-30-HF-HRRP,111,1.0515,21.7,20.7,27.0,07/01/2010,06/30/2013
10534,EDWARD WHITE HOSPITAL,100239,FL,READM-30-COPD-HRRP,111,0.9457,19.9,21.1,18.0,07/01/2010,06/30/2013
5887,VIDANT BEAUFORT HOSPITAL,340186,NC,READM-30-HF-HRRP,111,1.0115,19.2,19.0,22.0,07/01/2010,06/30/2013
466,NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,READM-30-PN-HRRP,111,1.1773,20.6,17.5,33.0,07/01/2010,06/30/2013
5581,PUNXSUTAWNEY AREA HOSPITAL,390199,PA,READM-30-COPD-HRRP,111,1.0159,22.4,22.0,26.0,07/01/2010,06/30/2013
872,BEVERLY HOSPITAL,50350,CA,READM-30-AMI-HRRP,111,1.1369,22.3,19.6,32.0,07/01/2010,06/30/2013
70,BANNER ESTRELLA MEDICAL CENTER,30115,AZ,READM-30-HIP-KNEE-HRRP,111,1.3177,6.4,4.8,12.0,07/01/2010,06/30/2013
4500,ALICE HYDE MEDICAL CENTER,330084,NY,READM-30-PN-HRRP,111,1.0331,17.2,16.6,21.0,07/01/2010,06/30/2013
11304,BROWARD HEALTH MEDICAL CENTER,100039,FL,READM-30-PN-HRRP,111,0.9302,15.6,16.7,13.0,07/01/2010,06/30/2013
11734,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,420038,SC,READM-30-COPD-HRRP,111,0.9198,19.1,20.7,15.0,07/01/2010,06/30/2013
2731,SUTTER SOLANO MEDICAL CENTER,50101,CA,READM-30-HF-HRRP,111,1.0668,23.6,22.1,30.0,07/01/2010,06/30/2013
300,ST JOSEPH'S HOSPITAL,390132,PA,READM-30-COPD-HRRP,111,1.2083,27.8,23.0,46.0,07/01/2010,06/30/2013
11950,RIVERVIEW HOSPITAL ASSOC,520033,WI,READM-30-COPD-HRRP,111,0.9141,18.6,20.3,14.0,07/01/2010,06/30/2013
741,BERTRAND CHAFFEE HOSPITAL,330111,NY,READM-30-PN-HRRP,111,1.1464,18.8,16.4,29.0,07/01/2010,06/30/2013
10466,GOODALL WITCHER HOSPITAL,450052,TX,READM-30-PN-HRRP,111,0.9467,14.6,15.4,13.0,07/01/2010,06/30/2013
4760,HURON MEDICAL CENTER,230118,MI,READM-30-PN-HRRP,111,1.0289,19.1,18.6,23.0,07/01/2010,06/30/2013
11090,TWIN RIVERS REGIONAL MEDICAL CENTER,260015,MO,READM-30-HF-HRRP,111,0.9345,21.6,23.1,20.0,07/01/2010,06/30/2013
6690,BROOKS MEMORIAL HOSPITAL,330229,NY,READM-30-PN-HRRP,111,0.9997,17.1,17.1,19.0,07/01/2010,06/30/2013
4415,NORTHSIDE MEDICAL CENTER,360141,OH,READM-30-AMI-HRRP,111,1.0343,18.2,17.6,22.0,07/01/2010,06/30/2013
3331,CAPITAL MEDICAL CENTER,500139,WA,READM-30-COPD-HRRP,111,1.0544,20.0,18.9,26.0,07/01/2010,06/30/2013
11200,CLAY COUNTY HOSPITAL,10073,AL,READM-30-PN-HRRP,111,0.9325,13.5,14.5,11.0,07/01/2010,06/30/2013
7271,CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-PN-HRRP,111,0.9918,16.7,16.8,18.0,07/01/2010,06/30/2013
10229,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-PN-HRRP,111,0.9505,15.3,16.1,14.0,07/01/2010,06/30/2013
3617,RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,READM-30-COPD-HRRP,111,1.0482,18.6,17.7,24.0,07/01/2010,06/30/2013
10242,GREENVILLE REGIONAL HOSPITAL,140137,IL,READM-30-PN-HRRP,111,0.9504,16.2,17.1,15.0,07/01/2010,06/30/2013
7026,PARKVIEW NOBLE HOSPITAL,150146,IN,READM-30-HF-HRRP,111,0.9951,22.8,22.9,25.0,07/01/2010,06/30/2013
2163,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,440153,TN,READM-30-HF-HRRP,111,1.081,25.5,23.6,33.0,07/01/2010,06/30/2013
4046,ST BARNABAS HOSPITAL,330399,NY,READM-30-COPD-HRRP,111,1.0406,21.7,20.8,27.0,07/01/2010,06/30/2013
5131,GLEN ROSE MEDICAL CENTER,450451,TX,READM-30-PN-HRRP,111,1.0227,15.9,15.6,19.0,07/01/2010,06/30/2013
1775,MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,READM-30-AMI-HRRP,111,1.0934,19.9,18.2,27.0,07/01/2010,06/30/2013
9923,TEMPLE COMMUNITY HOSPITAL,50111,CA,READM-30-PN-HRRP,111,0.9555,21.5,22.6,21.0,07/01/2010,06/30/2013
9330,ST FRANCIS COMMUNITY HOSPITAL,500141,WA,READM-30-AMI-HRRP,111,0.9642,15.2,15.8,15.0,07/01/2010,06/30/2013
7428,CANONSBURG GENERAL HOSPITAL,390160,PA,READM-30-COPD-HRRP,111,0.9898,19.6,19.8,21.0,07/01/2010,06/30/2013
13243,BRONSON BATTLE CREEK HOSPITAL,230075,MI,READM-30-AMI-HRRP,111,0.8475,18.1,21.4,11.0,07/01/2010,06/30/2013
5913,THOREK MEMORIAL HOSPITAL,140115,IL,READM-30-HF-HRRP,111,1.0111,25.5,25.2,29.0,07/01/2010,06/30/2013
12354,ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HF-HRRP,111,0.9019,17.8,19.7,14.0,07/01/2010,06/30/2013
12351,STURGIS HOSPITAL,230096,MI,READM-30-HF-HRRP,111,0.902,21.7,24.0,18.0,07/01/2010,06/30/2013
1378,KENTUCKY RIVER MEDICAL CENTER,180139,KY,READM-30-PN-HRRP,112,1.1087,21.9,19.7,31.0,07/01/2010,06/30/2013
11170,NEWBERRY COUNTY MEMORIAL HOSPITAL,420053,SC,READM-30-PN-HRRP,112,0.9332,14.3,15.3,12.0,07/01/2010,06/30/2013
414,CAROLINAS HOSPITAL SYSTEM MARION,420055,SC,READM-30-AMI-HRRP,112,1.1853,23.6,19.9,36.0,07/01/2010,06/30/2013
8312,SACRED HEART HOSPITAL,390197,PA,READM-30-PN-HRRP,112,0.978,16.4,16.7,17.0,07/01/2010,06/30/2013
10293,ST MARY'S HOSPITAL,110006,GA,READM-30-AMI-HRRP,112,0.9496,14.0,14.7,13.0,07/01/2010,06/30/2013
6366,SANTA CLARA VALLEY MEDICAL CENTER,50038,CA,READM-30-COPD-HRRP,112,1.0043,20.3,20.2,23.0,07/01/2010,06/30/2013
3734,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,110034,GA,READM-30-COPD-HRRP,112,1.0461,21.1,20.2,27.0,07/01/2010,06/30/2013
